,TrigNum,Date,Time UT,MesgType,RA,Dec,Error,Comments
97,640303939,2021-04-16,22:12:15,GBM Ground Position,249.67,-67.52,5.8,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_640303939.fits
98,640353092,2021-04-17,11:51:27,GBM Final Position,122.7,-48.6,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
99,640393072,2021-04-17,22:57:47,GBM Flight Position,163.9,-6.117,21.98,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 90.90,25.43 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
100,640559433,2021-04-19,21:10:28,GBM Ground Position,307.02,0.07,1.3,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_640559433.fits
101,640588174,2021-04-20,5:09:29,GBM Ground Position,253.04,22.36,18.46,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_640588174.fits
102,640646809,2021-04-20,21:26:44,GBM Flight Position,77.55,-60.283,10.15,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 264.13,-25.58 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
103,640728778,2021-04-21,20:12:53,GBM Ground Position,198.68,-13.35,7.42,Fermi-GBM Ground-calculated Coordinates. Bright hard burst in the GBM. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_640728778.fits
104,640982416,2021-04-24,18:40:11,GBM Ground Position,23.75,12.98,9.02,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_640982416.fits
105,640975205,2021-04-24,16:40:01,GBM Final Position,186.36,37.78,8.58,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
106,641042067,2021-04-25,11:14:22,GBM Flight Position,333.2,67.25,26.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 126.37,6.52 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
107,641017296,2021-04-25,4:21:31,GBM Ground Position,243.95,-45.53,19.5,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_641017296.fits
108,641009305,2021-04-25,2:08:21,GBM Flight Position,197.083,-52.75,34.63,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 1.63,24.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
109,641078722,2021-04-25,21:25:18,GBM Flight Position,41.517,13.1,32.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 126.48,4.80 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
110,641170348,2021-04-26,22:52:23,GBM Flight Position,105.467,62.283,27.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 117.12,-5.03 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
111,641127444,2021-04-26,10:57:19,GBM Flight Position,300.883,-60.533,19.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 112.40,1.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
112,641192237,2021-04-27,4:57:13,GBM Ground Position,174.24,-52.69,1.0,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_641192237.fits
113,641201117,2021-04-27,7:25:12,GBM Flight Position,220.567,15.5,26.25,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 131.15,-11.22 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
114,641315537,2021-04-28,15:12:13,GBM Flight Position,317.25,60.767,27.05,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 23.73,-2.28 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
115,641511742,2021-04-30,21:42:18,GBM Final Position,348.21,8.34,6.45,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
116,641537705,2021-05-01,4:55:00,GBM Ground Position,33.44,-77.89,10.61,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_641537705.fits
117,641601187,2021-05-01,22:33:02,GBM Ground Position,195.9,46.26,7.58,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_641601187.fits
118,641592039,2021-05-01,20:00:34,GBM Flight Position,186.983,-83.517,50.0,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 98.98,5.97 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
119,641732232,2021-05-03,10:57:08,GBM Flight Position,167.883,-76.317,30.33,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 67.25,5.90 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
120,641763254,2021-05-03,19:34:09,GBM Final Position,328.93,66.03,5.1,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
121,641862052,2021-05-04,23:00:47,GBM Final Position,65.06,49.06,3.91,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(5.0<100sec) coincident with the CALET_GBM event (trignum=1304204343).
122,641806337,2021-05-04,7:32:12,GBM Flight Position,48.433,-40.267,34.9,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 109.05,4.62 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
123,641848886,2021-05-04,19:21:21,GBM Flight Position,102.45,70.05,29.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 95.15,1.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
124,641891998,2021-05-05,7:19:53,GBM Flight Position,101.617,-28.417,28.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 110.28,7.33 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
125,642106916,2021-05-07,19:01:51,GBM Flight Position,31.467,9.417,15.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 160.73,-25.37 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
126,642105643,2021-05-07,18:40:38,GBM Final Position,285.86,-7.49,4.85,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB.
127,642205660,2021-05-08,22:27:35,GBM Flight Position,179.383,-14.567,26.18,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 211.78,5.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
128,642261225,2021-05-09,13:53:40,GBM Flight Position,47.017,17.667,4.92,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 244.88,-25.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
129,642367205,2021-05-10,19:20:01,GBM Ground Position,194.07,36.81,8.5,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_642367205.fits
130,642423542,2021-05-11,10:58:57,GBM Ground Position,253.79,69.34,10.26,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_642423542.fits
131,642425204,2021-05-11,11:26:39,GBM Final Position,316.18,61.69,1.0,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Long GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9207).
132,642459088,2021-05-11,20:51:24,GBM Flight Position,92.95,47.333,33.28,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 10.30,5.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
133,642538568,2021-05-12,18:56:03,GBM Final Position,146.18,14.18,11.56,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
134,642647227,2021-05-14,1:07:03,GBM Flight Position,54.9,-22.383,26.77,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 284.02,7.48 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
135,642783411,2021-05-15,14:56:46,GBM Final Position,315.17,45.71,1.57,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
136,642776810,2021-05-15,13:06:46,GBM Ground Position,138.68,74.18,12.28,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_642776810.fits
137,642773235,2021-05-15,12:07:11,GBM Flight Position,326.533,-33.717,26.13,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 137.48,-6.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
138,642900891,2021-05-16,23:34:47,GBM Flight Position,347.017,67.633,7.47,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 94.80,-11.55 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
139,642991619,2021-05-18,0:46:55,GBM Final Position,4.69,-1.6,7.86,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
140,643035854,2021-05-18,13:04:10,GBM Final Position,270.01,49.61,1.77,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
141,643065622,2021-05-18,21:20:18,GBM Final Position,192.85,36.92,6.1,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
142,643099138,2021-05-19,6:38:54,GBM Final Position,187.87,-40.23,4.26,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
143,643079074,2021-05-19,1:04:29,GBM Flight Position,275.433,75.717,34.53,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 137.12,21.47 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
144,210520797,2021-05-20,19:07:02,LAT Offline Position,123.0,-69.4,44.39,Fermi LAT Offline position. This Notice was ground-generated -- not flight-generated. It is the result of human-in-the-loop processing. This is a human generated position of a LAT ground detection. This source corresponds to GBM trigger 643230427.939988 / 210520797.
145,643223451,2021-05-20,17:10:46,GBM Flight Position,267.517,39.367,23.42,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 358.25,4.13 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
146,643230427,2021-05-20,19:07:03,GBM Ground Position,149.21,-68.06,2.29,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(0.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9218).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643230427.fits
147,643266386,2021-05-21,5:06:21,GBM Flight Position,199.9,10.817,26.17,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 4.40,0.08 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
148,643264789,2021-05-21,4:39:45,GBM Ground Position,207.67,-63.6,1.59,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643264789.fits
149,643411899,2021-05-22,21:31:34,GBM Flight Position,253.417,-7.617,26.27,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 288.48,-1.78 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
150,643358933,2021-05-22,6:48:49,GBM Flight Position,26.883,-65.1,34.95,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 50.72,25.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
151,643548039,2021-05-24,11:20:35,GBM Ground Position,147.77,5.14,4.48,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643548039.fits
152,643525204,2021-05-24,4:59:59,GBM Ground Position,339.12,-46.52,1.17,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(5.0<100sec) coincident with the CALET_GBM event (trignum=1305867469).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643525204.fits
153,643903431,2021-05-28,14:03:46,GBM Ground Position,134.08,-15.27,1.73,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643903431.fits
154,644025222,2021-05-29,23:53:37,GBM Final Position,230.01,36.34,5.83,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. In the LAT Field-of-view. This is likely a Short GRB.
155,643997729,2021-05-29,16:15:25,GBM Ground Position,104.91,-31.16,8.75,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_643997729.fits
156,644155206,2021-05-31,12:00:02,GBM Ground Position,135.79,3.81,1.0,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_644155206.fits
157,644211962,2021-06-01,3:45:57,GBM Flight Position,285.633,-4.167,27.75,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 219.50,-25.05 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
158,644260938,2021-06-01,17:22:14,GBM Ground Position,276.16,11.09,17.87,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_644260938.fits
159,644359567,2021-06-02,20:46:02,GBM Final Position,210.93,-26.94,9.37,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
160,644449593,2021-06-03,21:46:28,GBM Final Position,145.88,-62.12,9.84,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
161,644597763,2021-06-05,14:55:58,GBM Ground Position,16.52,-7.73,3.5,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_644597763.fits
162,644562543,2021-06-05,5:08:58,GBM Final Position,21.67,-41.51,2.01,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. Bright hard burst in the GBM. This is likely a Short GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9253).
163,644644567,2021-06-06,3:56:02,GBM Ground Position,180.37,3.97,7.45,Fermi-GBM Ground-calculated Coordinates. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_644644567.fits
164,644653223,2021-06-06,6:20:18,GBM Flight Position,193.6,40.95,50.0,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 266.97,19.17 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
165,644712030,2021-06-06,22:40:25,GBM Flight Position,77.767,-31.65,3.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 133.07,7.82 [deg]. The LC_URL file will not be created until ~15 min after the trigger. NOTE: This GBM event is temporally(42.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9256)."
166,644793834,2021-06-07,21:23:49,GBM Ground Position,131.5,-48.67,1.0,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_644793834.fits
167,645047470,2021-06-10,19:51:05,GBM Ground Position,241.54,12.4,2.79,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice. NOTE: This GBM event is temporally(8.0<100sec) coincident with the INTEGRAL_SPIACS event (trignum=9261).   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_645047470.fits
168,645030227,2021-06-10,15:03:43,GBM Final Position,212.24,11.76,4.94,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1054627).
169,645382781,2021-06-14,16:59:36,GBM Flight Position,289.633,-28.383,25.88,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 8.67,6.70 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
170,645492838,2021-06-15,23:33:54,GBM Ground Position,342.87,60.42,5.44,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_645492838.fits
171,645485036,2021-06-15,21:23:51,GBM Final Position,116.27,12.8,3.25,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
172,645628644,2021-06-17,13:17:19,GBM Flight Position,181.483,40.45,28.93,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 78.18,20.27 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
173,645673421,2021-06-18,1:43:36,GBM Final Position,227.77,42.47,7.6,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB. NOTE: This GBM event is temporally(1.0<100sec) coincident with the SWIFT_BAT event (trignum=1056426).
174,645799548,2021-06-19,12:45:44,GBM Final Position,73.88,12.49,1.62,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
175,645857659,2021-06-20,4:54:14,GBM Ground Position,288.05,45.63,6.45,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_645857659.fits
176,645898850,2021-06-20,16:20:45,GBM Flight Position,183.967,53.167,30.52,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 144.05,-3.02 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
177,645965048,2021-06-21,10:44:04,GBM Ground Position,225.58,-63.83,8.07,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_645965048.fits
178,646050786,2021-06-22,10:33:02,GBM Ground Position,131.67,-11.64,4.3,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_646050786.fits
179,646018360,2021-06-22,1:32:36,GBM Final Position,242.05,-14.1,6.06,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Short GRB.
180,646189108,2021-06-24,0:58:23,GBM Final Position,119.32,87.11,4.64,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
181,646194855,2021-06-24,2:34:10,GBM Final Position,294.21,26.1,2.72,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
182,646349006,2021-06-25,21:23:21,GBM Ground Position,265.16,-33.64,6.63,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_646349006.fits
183,646322348,2021-06-25,13:59:04,GBM Flight Position,89.333,26.833,19.57,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 231.42,-25.53 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
184,646358405,2021-06-26,0:00:00,GBM Flight Position,253.7,66.05,32.75,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 190.58,13.12 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
185,646443989,2021-06-26,23:46:25,GBM Final Position,354.13,9.6,1.48,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice has human-in-the-loop processing.
186,646388180,2021-06-26,8:16:16,GBM Final Position,215.97,-4.24,3.87,Fermi-GBM Final Position. This Notice was ground-generated -- not flight-generated. The LC_URL file should be available by the time this FINAL notice is produced. This notice was generated completely by automated pipeline processing. This is likely a Long GRB.
187,646518605,2021-06-27,20:30:01,GBM Flight Position,242.967,-3.5,26.43,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 259.75,22.60 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
188,646471760,2021-06-27,7:29:16,GBM Ground Position,159.01,47.3,6.77,Fermi-GBM Ground-calculated Coordinates. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_646471760.fits
189,646509445,2021-06-27,17:57:21,GBM Ground Position,234.13,-8.01,1.68,Fermi-GBM Ground-calculated Coordinates. In the LAT Field-of-view. This is likely a Long GRB. This Notice was ground-generated -- not flight-generated. The LC_URL file will not be created/available until ~15 min after the trigger. The POS_MAP_URL file will not be created/available until ~1.5 min after the notice.   http://gcn.gsfc.nasa.gov/notices_f/gbm_gnd_loc_map_646509445.fits
190,646537079,2021-06-28,1:37:54,GBM Flight Position,58.117,-71.133,15.9,"Fermi-GBM Flight-calculated Coordinates. This trigger occurred at longitude,latitude = 272.32,13.00 [deg]. The LC_URL file will not be created until ~15 min after the trigger."
